f1,f2,f3,f4,f5,pitch,roll
0.625,0.778,0.64,1.0,0.958,67.41,-15.99
0.627,0.778,0.637,1.0,0.958,67.26,-17.94
0.629,0.789,0.64,1.0,0.963,66.64,-17.79
0.633,0.789,0.64,1.0,0.963,67.89,-15.66
0.639,0.789,0.642,1.0,0.967,67.22,-16.77
0.647,0.789,0.64,1.0,0.967,67.09,-16.72
0.652,0.778,0.642,1.0,0.967,67.22,-16.31
0.654,0.778,0.645,1.0,0.981,67.32,-17.29
0.649,0.778,0.645,1.0,0.981,67.55,-16.76
0.645,0.767,0.645,1.0,0.977,67.55,-16.87
0.638,0.767,0.648,1.0,0.972,70.27,-14.96
0.628,0.756,0.648,1.0,0.972,68.94,-16.11
0.623,0.756,0.645,1.0,0.967,71.98,-13.52
0.611,0.744,0.653,1.0,0.953,71.52,-11.13
0.601,0.733,0.653,1.0,0.949,79.61,-6.46
0.599,0.767,0.658,1.0,0.93,86.97,-1.31
0.597,0.767,0.648,1.0,0.921,84.58,-5.35
0.579,0.767,0.648,1.0,0.921,82.08,-6.46
0.592,0.756,0.645,1.0,0.916,83.7,-6.3
0.594,0.744,0.642,1.0,0.916,83.92,-5.97
0.597,0.744,0.642,1.0,0.921,83.95,-5.86
0.598,0.744,0.642,1.0,0.926,84.04,-5.53
0.597,0.733,0.642,1.0,0.926,81.91,-7.2
0.598,0.733,0.642,1.0,0.921,82.91,-6.82
0.6,0.733,0.642,1.0,0.921,84.67,-5.05
0.604,0.733,0.642,1.0,0.926,83.48,-5.56
0.602,0.722,0.642,1.0,0.921,81.93,-7.79
0.599,0.722,0.642,1.0,0.926,84.01,-5.41
0.6,0.722,0.64,1.0,0.926,82.49,-7.5
